#epoch, step, actionA, actionB, reward_n, game_dif_score, playerA_score, playerB_score, epsilon
1114,1991390,0,21,0,-5,6,11,0.105482349959
1115,1993176,0,18,0,4,4,0,0.104678649959
1116,1994962,8,18,0,2,4,2,0.103874949959
1117,1996748,0,18,0,1,4,3,0.103071249959
1118,1998534,0,18,0,2,4,2,0.102267549959
1119,2000320,0,18,0,-1,2,3,0.101463849959
1120,2002106,0,18,0,-2,0,2,0.100660149959
1121,2003892,0,30,0,4,7,3,0.0999999999595
1122,2005678,0,18,0,-1,2,3,0.0999999999595
1123,2007464,0,18,0,1,6,5,0.0999999999595
1124,2009250,0,18,0,-1,0,1,0.0999999999595
1125,2011036,0,18,0,1,2,1,0.0999999999595
1126,2012822,0,18,0,1,1,0,0.0999999999595
1127,2014608,0,33,0,0,0,0,0.0999999999595
1128,2016394,0,18,0,1,1,0,0.0999999999595
1129,2018180,17,18,0,0,0,0,0.0999999999595
1130,2019966,0,18,0,-5,2,7,0.0999999999595
1131,2021752,0,18,0,-2,0,2,0.0999999999595
1132,2023538,15,18,0,-5,1,6,0.0999999999595
1133,2025324,0,18,0,-4,9,13,0.0999999999595
1134,2027110,0,18,0,-1,0,1,0.0999999999595
1135,2028896,0,18,0,0,0,0,0.0999999999595
1136,2030682,0,18,0,0,0,0,0.0999999999595
1137,2032468,0,18,0,2,2,0,0.0999999999595
1138,2034254,0,22,0,0,0,0,0.0999999999595
1139,2036040,0,31,0,1,4,3,0.0999999999595
1140,2037826,0,18,0,0,0,0,0.0999999999595
1141,2039612,0,18,0,-4,1,5,0.0999999999595
1142,2041398,0,18,0,0,0,0,0.0999999999595
1143,2043184,0,18,0,-16,3,19,0.0999999999595
1144,2044970,0,18,0,1,2,1,0.0999999999595
1145,2046756,0,18,0,-1,3,4,0.0999999999595
1146,2048542,0,18,0,-2,1,3,0.0999999999595
1147,2050328,0,18,0,-2,1,3,0.0999999999595
1148,2052114,0,18,0,-5,2,7,0.0999999999595
1149,2053900,0,18,0,0,2,2,0.0999999999595
1150,2055686,0,18,0,-1,8,9,0.0999999999595
1151,2057472,0,18,0,-4,1,5,0.0999999999595
1152,2059258,14,27,0,2,3,1,0.0999999999595
1153,2061044,0,18,0,0,0,0,0.0999999999595
1154,2062830,5,18,0,1,2,1,0.0999999999595
1155,2064616,1,21,0,0,0,0,0.0999999999595
1156,2066402,0,18,0,0,0,0,0.0999999999595
1157,2068188,0,18,0,-9,0,9,0.0999999999595
1158,2069974,0,18,0,0,0,0,0.0999999999595
1159,2071760,0,26,0,-4,3,7,0.0999999999595
1160,2073546,0,27,0,3,3,0,0.0999999999595
1161,2075332,5,18,0,2,9,7,0.0999999999595
1162,2077118,0,18,0,0,2,2,0.0999999999595
1163,2078904,0,30,0,-2,0,2,0.0999999999595
1164,2080690,0,18,0,0,0,0,0.0999999999595
1165,2082476,0,18,0,-2,4,6,0.0999999999595
1166,2084262,0,18,0,-3,0,3,0.0999999999595
1167,2086048,0,18,0,1,2,1,0.0999999999595
1168,2087834,0,35,0,-1,1,2,0.0999999999595
1169,2089620,0,18,0,1,3,2,0.0999999999595
1170,2091406,0,18,0,-1,1,2,0.0999999999595
1171,2093192,0,18,0,-1,0,1,0.0999999999595
1172,2094978,0,18,0,-1,0,1,0.0999999999595
1173,2096764,0,23,0,2,2,0,0.0999999999595
1174,2098550,0,19,0,0,0,0,0.0999999999595
1175,2100336,0,18,0,-5,5,10,0.0999999999595
1176,2102122,0,18,0,-1,0,1,0.0999999999595
1177,2103908,0,26,0,0,6,6,0.0999999999595
1178,2105694,1,18,0,0,0,0,0.0999999999595
1179,2107480,0,34,0,0,1,1,0.0999999999595
1180,2109266,0,18,0,0,1,1,0.0999999999595
1181,2111052,6,18,0,-1,3,4,0.0999999999595
1182,2112838,0,18,0,2,2,0,0.0999999999595
1183,2114624,0,18,0,0,2,2,0.0999999999595
1184,2116410,0,18,0,2,3,1,0.0999999999595
1185,2118196,0,18,0,-5,4,9,0.0999999999595
1186,2119982,0,32,0,0,0,0,0.0999999999595
1187,2121768,0,18,0,-1,3,4,0.0999999999595
1188,2123554,0,18,0,-1,3,4,0.0999999999595
1189,2125340,0,18,0,7,8,1,0.0999999999595
1190,2127126,3,18,0,-1,0,1,0.0999999999595
1191,2128912,0,18,0,-8,0,8,0.0999999999595
1192,2130698,0,18,0,0,1,1,0.0999999999595
1193,2132484,0,18,0,-1,0,1,0.0999999999595
1194,2134270,0,18,0,-2,3,5,0.0999999999595
1195,2136056,0,18,0,-8,0,8,0.0999999999595
1196,2137842,0,18,0,-7,8,15,0.0999999999595
1197,2139628,0,18,0,-3,4,7,0.0999999999595
1198,2141414,0,18,0,-1,1,2,0.0999999999595
1199,2143200,14,29,0,0,2,2,0.0999999999595
1200,2144986,10,18,0,-2,0,2,0.0999999999595
